ELE/MEC,EQUIPAMENTO,MARCA ,MODELO,RANGE,"UNIDADE
RANGE",COD INTERNO,SERIAL,DIVISÃO,PS,ENTRADA OF ET,SAÍDA/CAL,RETORNO CAL,ULTIMA CALIBRAÇÃO,CICLO CALIBRAÇÃO,PRÓXIMA CALIBRAÇÃO,VALIDADE CALIBRAÇÃO,CERTIFICADO  ,SITUAÇÃO,COMENTÁRIOS,CUSTO ESTIMADO,CUSTO CONTRAT (R$),PAGAMENTO,LOCAL CALIBRAÇÃO,item,CERTIFICADO 
MEC,MANÔMETRO ANALÓGICO,,GAUGE 160 PSI,160,PSI,CMASM-IDM-T48-349,,MK-48,,12/05/24,,,02/10/25,24,02/10/27,CALIBRADO,MQT4139/25,CMASM,,R$ 90.00,R$ 65.00,,MQT 129/2025,,
MEC,MANÔMETRO ANALÓGICO,,GAUGE 160 PSI,160,PSI,CMASM-IDM-T48-350,,MK-48,,12/05/24,,,02/10/25,24,02/10/27,CALIBRADO,MQT4138/25,CMASM,,R$ 90.00,R$ 65.00,,MQT 129/2025,,
MEC,"MANÔMETRO ANALÓGICO
 BACS",,GAUGE ASSEMBLY (0-4500 FT. SEAWATER),2000,PSI,CMASM-IDM-T48-262,CM-138005,MK-48,,12/05/24,,,02/10/25,24,02/10/27,CALIBRADO,MQT4160/25,CMASM,,R$ 338.69,R$ 140.00,,MQT 129/2025,,
MEC,MANÔMETRO DIGITAL,,DIGITAL TEST GAUGE  25 PSI,25 ,PSI,CMASM-IDM-T48-190,1302881,MK-48,,08/23/24,09/18/24,10/16/24,10/03/24,24,10/03/26,CALIBRADO,277455/24,CMASM,,R$ 338.69,R$ 70.00,,MQT 129/2025,,
MEC,MANÔMETRO DIGITAL,,"DIGITAL TEST GAUGE 1,500  PSIg",1500,PSI,CMASM-IDM-T48-285,1205974,MK-48,,08/23/24,09/18/24,10/16/24,10/03/24,6,04/03/25,DESCALIBRADO,CMASM-IDM-T48-28503/10/24,CMASM,,R$ 338.69,R$ 70.00,,MQT 129/2025,,
MEC,MANOVACUÔMETRO ANALÓGICO,,"GAUGE, (30-0-30 PSI)",30,PSI,CMASM-IDM-T48-184,42127,MK-48,,08/23/24,10/18/24,10/16/24,10/01/24,24,10/01/26,CALIBRADO,MQT31170/24 ,CMASM,,R$ 90.00,R$ 133.00,,MQT 129/2025,,
MEC,"MEDIDOR DE FLUXO /
VALVULA DE ALIVIO ",,MEDIDOR DE FLUXO 0279-02,,,,X12312,MK-48,,,,,09/16/15,22,07/16/17,DESCALIBRADO,,CMASM,CALIBRADO PELA USN,R$ 0.00,R$ 199.00,,MQT 129/2025,,
MEC,"MEDIDOR DE FLUXO /
VALVULA DE ALIVIO ",,MEDIDOR DE FLUXO 0279-02,,,,X12311,MK-48,,,,,06/22/17,22,04/22/19,DESCALIBRADO,,CMASM,CALIBRADO PELA USN,R$ 0.00,R$ 199.00,,MQT 129/2025,,
MEC,"MEDIDOR DE FLUXO /
VALVULA DE ALIVIO ",,"MEDIDOR DE FLUXO / VALVULA DE ALIVIO 
0279-02",,,,X11223,MK-48,,09/16/24,09/16/24,10/30/24,10/22/24,22,08/22/26,CALIBRADO,,CMASM,,R$ 0.00,R$ 199.00,,MQT 129/2025,,
ELE ,MEGÔHMETRO,TEGAM,R1M-A,,,CMASM-IDE-T48-032,22079,MK-48,,08/23/24,10/25/24,02/17/25,02/07/25,36,02/07/28,CALIBRADO,certificado nº 2142010/2025,CMASM,,R$ 674.72,R$ 260.00,,MQT 129/2025,,
ELE ,MEGÔHMETRO,TEGAM,R1M-A,,,CMASM-IDE-T48-086,202111ORIM-A,MK-48,,06/28/23,06/28/23,08/11/23,07/20/23,36,07/20/26,CALIBRADO,certificado nº 2142069/2023,CMASM,,R$ 373.83,R$ 260.00,,MQT 129/2025,,
ELE ,MEGÔHMETRO,MINIPA,MI-2551,,,CMASM-IDE-T48-094,DD255104248,MK-48,,10/05/22,10/09/23,10/23/23,10/18/23,36,10/18/26,CALIBRADO,certificado nº 2142105/2023 ,CMASM,,R$ 373.86,R$ 260.00,,MQT 129/2025,,
MEC,MICROMETRO DE PROFUNDIDADE,,"GAGE, DEPTH MICROMETER  0-6""",6,POL,CMASM-IDM-T48-023,070128971,MK-48,,08/23/24,09/18/24,10/16/24,10/01/24,36,10/01/27,CALIBRADO,MQT31019/24,CMASM,,R$ 84.33,R$ 85.00,,MQT 129/2025,,
MEC,MICROMETRO DE PROFUNDIDADE,,"GAGE, DIAL DEPTH STARRET .0025""-0-.0025""",0.0025,POL,CMASM-IDM-T48-024,080622622,MK-48,,08/23/24,09/18/24,10/16/24,10/01/24,36,10/01/27,CALIBRADO,MQT31112/24 ,CMASM,,R$ 84.33,R$ 85.00,,MQT 129/2025,,
MEC,MICROMETRO DE PROFUNDIDADE,,"MICROMETER, DEPTH 0-3"" STARRETT",3,POL,CMASM-IDM-T48-033,440,MK-48,,08/23/24,10/18/24,10/16/24,10/01/24,36,10/01/27,CALIBRADO,MQT31019/24,CMASM,,R$ 84.33,R$ 85.00,,MQT 129/2025,,
MEC,MICROMETRO DE PROFUNDIDADE,,"GAGE, DEPTH MICROMETER  0-6""",6,POL,CMASM-IDM-T48-049,070525350,MK-48,,08/23/24,09/18/24,10/16/24,10/01/24,36,10/01/27,CALIBRADO,MQT31030/24 ,CMASM,,R$ 84.33,R$ 85.00,,MQT 129/2025,,
MEC,MICROMETRO DE PROFUNDIDADE,,"GAGE, DIAL DEPTH STARRET .0025""-0-.0025""",0.0025,POL,CMASM-IDM-T48-079,080622588,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/05/26,36,01/05/29,CALIBRADO,,CMASM,,R$ 100.00,R$ 85.00,,MQT 129/2025,,
MEC,MICROMETRO DE PROFUNDIDADE,,"GAGE, DIAL DEPTH STARRET .0025""-0-.0025""",0.0025,POL,CMASM-IDM-T48-138,080622620,MK-48,,08/23/24,10/18/24,10/16/24,10/01/24,36,10/01/27,CALIBRADO,MQT31117/24 ,CMASM,,R$ 84.33,R$ 85.00,,MQT 129/2025,,
MEC,MICROMETRO DE PROFUNDIDADE,,"GAGE, DIAL DEPTH STARRET .0025""-0-.0025""",0.0025,POL,CMASM-IDM-T48-140,080622614,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/07/26,36,01/07/29,CALIBRADO,,CMASM,,R$ 84.33,R$ 85.00,,MQT 129/2025,,
MEC,MICROMETRO DE PROFUNDIDADE,,"MICROMETER, DEPTH 0-3"" STARRETT",3,POL,CMASM-IDM-T48-141,,MK-48,,08/23/24,09/18/24,10/16/24,10/01/24,36,10/01/27,CALIBRADO,MQT31039/24,CMASM,,R$ 84.33,R$ 85.00,,MQT 129/2025,,
MEC,MICROMETRO DE PROFUNDIDADE,,"MICROMETER, DEPTH 0-3"" STARRETT",3,POL,CMASM-IDM-T48-227,,MK-48,,08/23/24,09/18/24,10/16/24,10/01/24,36,10/01/27,CALIBRADO,MQT31041/24 ,CMASM,,R$ 84.33,R$ 85.00,,MQT 129/2025,,
MEC,MICROMETRO DE PROFUNDIDADE,,"MICROMETER, DEPTH 0-3"" STARRETT",3,POL,CMASM-IDM-T48-228,,MK-48,,08/23/24,10/18/24,10/16/24,10/01/24,36,10/01/27,CALIBRADO,MQT31041/24 ,CMASM,,R$ 84.33,R$ 85.00,,MQT 129/2025,,
MEC,MICROMETRO DE PROFUNDIDADE,,"MICROMETER, DEPTH 0-3"" STARRETT",3,POL,CMASM-IDM-T48-229,,MK-48,,08/23/24,10/18/24,10/16/24,10/01/24,36,10/01/27,CALIBRADO,MQT31041/24 ,CMASM,,R$ 84.33,R$ 85.00,,MQT 129/2025,,
MEC,MICROMETRO DE PROFUNDIDADE,,"MICROMETER, DEPTH 0-3"" STARRETT",3,POL,CMASM-IDM-T48-230,,MK-48,,08/23/24,10/18/24,10/16/24,10/01/24,36,10/01/27,CALIBRADO,MQT31030/24 ,CMASM,,R$ 84.33,R$ 85.00,,MQT 129/2025,,
MEC,MICROMETRO DE PROFUNDIDADE,,"MICROMETER, DEPTH 0-3"" STARRETT",3,POL,CMASM-IDM-T48-231,,MK-48,,08/23/24,18/109/24,10/16/24,10/01/24,36,10/01/27,CALIBRADO,MQT31038/24,CMASM,,R$ 84.33,R$ 85.00,,MQT 129/2025,,
MEC,MICROMETRO DE PROFUNDIDADE,,"GAGE, DIAL DEPTH STARRET .0025""-0-.0025""",0.0025,POL,CMASM-IDM-T48-232,80622591,MK-48,,08/23/24,09/18/24,10/16/24,10/01/24,36,10/01/27,CALIBRADO,MQT31111/24,CMASM,,R$ 84.33,R$ 85.00,,MQT 129/2025,,
MEC,MICROMETRO DE PROFUNDIDADE,,"GAGE, DIAL DEPTH STARRET .0025""-0-.0025""",0.0025,POL,CMASM-IDM-T48-233,J-412,MK-48,,08/23/24,09/18/24,10/16/24,10/01/24,36,10/01/27,CALIBRADO,MQT31115/24 ,CMASM,,R$ 84.33,R$ 85.00,,MQT 129/2025,,
MEC,MICROMETRO DE PROFUNDIDADE,,"RELOGIO COMPARADOR .050""-0-.050""","0,05",POL,CMASM-IDM-T48-235,201,MK-48,,08/23/24,10/18/24,10/16/24,10/01/24,24,10/01/26,CALIBRADO,MQT31106/24 ,CMASM,,R$ 84.33,R$ 85.00,,MQT 129/2025,,
MEC,MICROMETRO DE PROFUNDIDADE,,"RELOGIO COMPARADOR .050""-0-.050""","0,05",POL,CMASM-IDM-T48-236,03,MK-48,,08/23/24,10/18/24,10/16/24,10/01/24,24,10/01/26,CALIBRADO,MQT31102/24,CMASM,,R$ 84.33,R$ 85.00,,MQT 129/2025,,
MEC,MICROMETRO DE PROFUNDIDADE,,"RELOGIO COMPARADOR .050""-0-.050""","0,05",POL,CMASM-IDM-T48-237,,MK-48,,08/23/24,10/18/24,10/16/24,10/01/24,24,10/01/26,CALIBRADO,MQT31108/24 ,CMASM,,R$ 84.33,R$ 85.00,,MQT 129/2025,,
MEC,MICROMETRO DE PROFUNDIDADE,,"RELOGIO COMPARADOR .050""-0-.050""","0,05",POL,CMASM-IDM-T48-343,1498,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/07/26,12,01/07/27,CALIBRADO,CERTIFICADO?,CMASM,,R$ 84.33,R$ 85.00,,MQT 129/2025,,
ELE ,MULTÍMETRO,SIMPSON,260-6XLPM,,, CMASM-IDE-T48-003,,MK-48,,07/26/23,08/02/23,12/21/23,11/21/23,20,07/21/25,DESCALIBRADO,certificado nº 2142127/2023,CMASM,,R$ 776.23,R$ 165.00,,MQT 129/2025,,
ELE ,MULTÍMETRO,SIMPSON,260-6XLPM,,, CMASM-IDE-T48-006,,MK-48,,07/26/23,08/02/23,11/16/23,11/09/23,20,07/09/25,DESCALIBRADO,certificado nº 2142114/2023 ,CMASM,,R$ 776.23,R$ 165.00,,MQT 129/2025,,
ELE ,MULTÍMETRO,SIMPSON,260-6XLPM,,,CMASM-IDE-T48-002,1308,MK-48,,06/28/23,06/28/23,07/25/23,07/19/23,20,03/19/25,DESCALIBRADO,certificado nº 2142106/2023 ,CMASM,,R$ 776.23,R$ 165.00,,MQT 129/2025,,
ELE ,MULTÍMETRO,FLUKE,83-V,,,CMASM-IDE-T48-011,97800392,MK-48,,01/26/24,03/01/24,05/17/24,03/25/24,36,03/25/27,CALIBRADO,certificado n° 2142018/2024,CMASM,,R$ 560.75,R$ 165.00,,MQT 129/2025,,
ELE ,MULTÍMETRO,SIMPSON,260-6XLPM,,,CMASM-IDE-T48-012,612E,MK-48,,07/26/23,09/18/23,10/23/23,10/19/23,20,06/19/25,DESCALIBRADO,certificado nº 2142106/2023 ,CMASM,,R$ 776.23,R$ 165.00,,MQT 129/2025,,
ELE ,MULTÍMETRO,SIMPSON,260-6XLPM,,,CMASM-IDE-T48-013,629,MK-48,,08/23/24,09/05/24,01/15/25,11/21/24,20,07/21/26,CALIBRADO,certificado nº 2142103/2024,CMS,,R$ 776.23,R$ 165.00,,MQT 129/2025,,
ELE ,MULTÍMETRO,FLUKE,83-V,,,CMASM-IDE-T48-016,97310078,MK-48,,07/26/23,08/02/23,10/09/23,08/17/22,36,08/17/25,DESCALIBRADO,certificado nº 2142100/2023 ,CMASM,,"R$ 1,164.35",R$ 165.00,,MQT 129/2025,,
ELE ,MULTÍMETRO,SIMPSON,260-6XLPM,,,CMASM-IDE-T48-023,,MK-48,,09/27/23,09/28/23,12/21/23,12/07/23,20,08/07/25,DESCALIBRADO,certificado nº 2142133/2023 ,CMASM,,R$ 776.23,R$ 165.00,,MQT 129/2025,,
ELE ,MULTÍMETRO,FLUKE,83-V,,,CMASM-IDE-T48-034,97870322,MK-48,,07/26/23,08/02/23,10/09/23,10/05/23,36,10/05/26,CALIBRADO,certificado nº 2142100/2023 ,CMASM,,R$ 776.23,R$ 165.00,,MQT 129/2025,,
ELE ,MULTÍMETRO,FLUKE,77,,,CMASM-IDE-T48-049,49050228,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/05/26,36,01/05/29,CALIBRADO,,CMASM,,,R$ 165.00,,MQT 129/2025,,
ELE ,MULTÍMETRO,FLUKE,85-III,,,CMASM-IDE-T48-050,77033433,MK-48,,06/28/23,06/28/23,07/25/23,07/14/23,36,07/14/26,CALIBRADO,certificado nº 2142104/2023 ,CMASM,,R$ 560.75,R$ 165.00,,MQT 129/2025,,
ELE ,MULTÍMETRO,FLUKE,77,,,CMASM-IDE-T48-051,49020911,MK-48,,01/26/24,03/01/24,05/17/24,03/21/24,36,03/21/27,CALIBRADO,certificado n° 2142017/2024,CMASM,,R$ 776.23,R$ 165.00,,MQT 129/2025,,
ELE ,MULTÍMETRO,FLUKE,85-III,,,CMASM-IDE-T48-059,77033422,MK-48,,06/28/23,06/28/23,07/25/23,07/17/23,36,07/17/26,CALIBRADO,certificado nº 2142064/2023,CMASM,,"R$ 1,164.35",R$ 165.00,,MQT 129/2025,,
ELE ,MULTÍMETRO,FLUKE,85-III,,,CMASM-IDE-T48-060,77050316,MK-48,,10/05/23,10/09/23,10/23/23,10/18/23,36,10/18/26,CALIBRADO,certificado nº 2142104/2023 ,CMASM,,"R$ 1,164.35",R$ 165.00,,MQT 129/2025,,
MEC,NÍVEL LINEAR DE PRECISÃO,,"LEVEL, PRECISION",,,CMASM-IDM-T48-020,,MK-48,,08/23/24,09/16/24,10/30/24,10/22/24,36,10/22/27,CALIBRADO,falta certificado ,CMASM,,R$ 84.33,R$ 80.00,,MQT 129/2025,,
ELE ,OSCILOSCÓPIO,TEKTRONIX,TBS1102B ,,,CMASM-IDE-T48-022,CO32187,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/05/26,12,01/05/27,CALIBRADO,certificado n° 2142024/2024,CMASM,,,R$ 475.00,,MQT 129/2025,,
ELE ,OSCILOSCÓPIO,TEKTRONIX,THS730A,,,CMASM-IDE-T48-084,B033690,MK-48,,01/26/24,03/01/24,,08/18/22,12,08/18/23,DESCALIBRADO,REPARO,CMS,,,R$ 475.00,,MQT 129/2025,,
MEC,PAQUÍMETRO ,,"PAQUIMETRO  6""",6,POL,CMASM-IDM-T48-107,8S20626,MK-48,,08/23/24,09/16/24,10/30/24,10/21/24,36,10/21/27,CALIBRADO,falta certificado ,CMASM,,R$ 84.33,R$ 45.00,,MQT 129/2025,,
MEC,PAQUÍMETRO ,,"PAQUIMETRO  6""",6,POL,CMASM-IDM-T48-111,8010072,MK-48,,08/23/24,09/16/24,10/30/24,10/21/24,36,10/21/27,CALIBRADO,falta certificado ,CMASM,,R$ 84.33,R$ 45.00,,MQT 129/2025,,
MEC,PAQUÍMETRO ,,"PAQUIMETRO  6""",6,POL,CMASM-IDM-T48-113,803079,MK-48,,08/23/24,09/16/24,10/30/24,10/21/24,36,10/21/27,CALIBRADO,falta certificado ,CMASM,,R$ 84.33,R$ 45.00,,MQT 129/2025,,
MEC,PAQUÍMETRO ,,"PAQUIMETRO  6""",6,POL,CMASM-IDM-T48-114,8L10405,MK-48,,08/23/24,09/16/24,10/30/24,10/21/24,36,10/21/27,CALIBRADO,falta certificado ,CMASM,,R$ 84.33,R$ 45.00,,MQT 129/2025,,
MEC,PAQUÍMETRO ,,"PAQUIMETRO  6""",6,POL,CMASM-IDM-T48-136,8L20801,MK-48,,08/23/24,09/16/24,10/30/24,10/21/24,36,10/21/27,CALIBRADO,falta certificado ,CMASM,,R$ 84.33,R$ 45.00,,MQT 129/2025,,
MEC,PAQUÍMETRO ,,"PAQUIMETRO  6""",6,POL,CMASM-IDM-T48-139,8S20972,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/07/26,36,01/07/29,CALIBRADO,,CMASM,,R$ 84.33,R$ 45.00,,MQT 129/2025,,
MEC,PAQUÍMETRO ,,"PAQUIMETRO  6""",6,POL,CMASM-IDM-T48-168,8S30495,MK-48,,08/23/24,09/16/24,10/30/24,10/21/24,36,10/21/27,CALIBRADO,falta certificado ,CMASM,,R$ 84.33,R$ 45.00,,MQT 129/2025,,
MEC,PAQUÍMETRO ,,"PAQUIMETRO  6""",6,POL,CMASM-IDM-T48-234,,MK-48,,08/23/24,09/16/24,10/30/24,10/21/24,24,10/21/26,CALIBRADO,falta certificado ,CMASM,,R$ 84.33,R$ 45.00,,MQT 129/2025,,
MEC,SENSOR DE VELOCIDADE,,COX AN10,,,CMASM-IDM-T48-040,303,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/07/26,,,,,,,,,,MQT 129/2025,,
MEC,TERMÔMETRO,,"TERMÔMETRO, (32-212 F)",100,°C,CMASM-IDM-T48-181,335229,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/05/26,9,10/05/26,CALIBRADO,falta certificado ,CMASM,,R$ 84.33,R$ 65.00,,MQT 129/2025,,
MEC,TERMÔMETRO,,"TERMÔMETRO, (0-200 F)",100,°C,CMASM-IDM-T48-182,,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/05/26,9,10/05/26,CALIBRADO,falta certificado ,CMASM,,R$ 84.33,R$ 65.00,,MQT 129/2025,,
ELE ,TERMÔMETRO DIGITAL,OMEGA,HH11B,750,°C,CMASM-IDE-T48-062,110718,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/07/26,12,01/07/27,CALIBRADO,CMASM-IDM-T48-06203/10/24,CMASM,,,,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 300-0-300 IN LB 3/8 SQ DR",35.0,Nm,CMASM-IDM-T48-001,81013485,MK-48,,07/15/24,08/20/24,08/12/24,07/24/24,24,07/24/26,CALIBRADO,213935/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 50-0-50 IN LB 1/4 SQ DR",6.0,Nm,CMASM-IDM-T48-002,7168,MK-48,,09/16/24,09/18/24,10/16/24,10/02/24,36,10/02/27,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 175-0-175 FT LB 1/2 SQ DR TE175",15.0,Nm,CMASM-IDM-T48-003,55301,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/05/26,30,07/05/28,CALIBRADO,NAO CALIBRAR EM 2024,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 100-0-100 FT LB 1/2 SQ DR",140.0,Nm,CMASM-IDM-T48-004,7938,MK-48,MQT LT2 / 2026,09/16/24,09/18/24,10/16/24,10/02/24,15,01/02/26,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,35,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 50-0-50 FT LB 3/8 SQ DR",70.0,Nm,CMASM-IDM-T48-005,11895,MK-48,,09/16/24,09/18/24,10/16/24,10/02/24,24,10/02/26,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 300-0-300 IN LB 3/8 SQ DR",35.0,Nm,CMASM-IDM-T48-006,81006147,MK-48,,07/15/24,08/20/24,08/12/24,07/24/24,24,07/24/26,CALIBRADO,295877/24 ,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 60-0-60 IN LB 1/4 SQ DR",10.0,Nm,CMASM-IDM-T48-007,6302,MK-48,,07/15/24,08/20/24,08/12/24,08/25/24,24,08/25/26,CALIBRADO,215105/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,TORQUE DRIVER 24-0-24 IN LB,3.0,Nm,CMASM-IDM-T48-008,5411,MK-48,,09/16/24,09/18/24,10/16/24,10/02/24,30,04/02/27,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 50-0-50 FT LB 1/2 SQ DR",70.0,Nm,CMASM-IDM-T48-009,4129,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/05/26,15,04/05/27,CALIBRADO,218991/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 15-0-15 IN LB 1/4 SQ DR",2.0,Nm,CMASM-IDM-T48-010,6263,MK-48,,07/15/24,08/20/24,08/12/24,07/24/24,36,07/24/27,CALIBRADO,214923/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 300-0-300 IN LB 3/8 SQ DR",35.0,Nm,CMASM-IDM-T48-011,3447,MK-48,,09/16/24,09/18/24,10/16/24,10/02/24,30,04/02/27,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 15-0-15 IN LB 1/4 SQ DR",2.0,Nm,CMASM-IDM-T48-012,6266,MK-48,,07/15/24,08/20/24,08/12/24,07/24/24,36,07/24/27,CALIBRADO,213777/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 150-0-150 IN LB 3/8 SQ DR",20.0,Nm,CMASM-IDM-T48-013,39722,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/05/26,15,04/05/27,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 600-0-600 IN LB 3/8 SQ DR TE50FUA",70.0,Nm,CMASM-IDM-T48-014,17162,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/05/26,15,04/05/27,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 600-0-600 IN LB 3/8 SQ DR TE50FUA",70.0,Nm,CMASM-IDM-T48-015,17165,MK-48,,09/16/24,09/18/24,10/16/24,10/02/24,30,04/02/27,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 600-0-600 IN LB 3/8 SQ DR TE50FUA",70.0,Nm,CMASM-IDM-T48-016,17186,MK-48,,09/16/24,09/18/24,10/16/24,10/02/24,30,04/02/27,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 15-0-15 IN LB 1/4 SQ DR",2.0,Nm,CMASM-IDM-T48-017,6264,MK-48,,09/24/24,09/24/24,10/16/24,10/02/24,36,10/02/27,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 600-0-600 IN LB 1/2 SQ DR",70.0,Nm,CMASM-IDM-T48-018,7103,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/05/26,30,07/05/28,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 600-0-600 IN LB 1/2 SQ DR",70.0,Nm,CMASM-IDM-T48-019,7101,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/05/26,30,07/05/28,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 600-0-600 IN LB 1/2 SQ DR",70.0,Nm,CMASM-IDM-T48-021,7102,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/05/26,30,07/05/28,CALIBRADO,NOVO PREGGÃO,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 50-0-50 FT LB 1/2 SQ DR",70.0,Nm,CMASM-IDM-T48-022,4128,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/05/26,15,04/05/27,CALIBRADO,213950/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 300-0-300 IN LB 3/8 SQ DR",35.0,Nm,CMASM-IDM-T48-026,81006120,MK-48,,10/13/24,10/15/24,11/11/24,11/06/24,24,11/06/26,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 150-0-150 IN LB 3/8 SQ DR",20.0,Nm,CMASM-IDM-T48-027,39720,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/05/26,15,04/05/27,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 75-0-75 IN LB 1/4 SQ DR",10.0,Nm,CMASM-IDM-T48-028,24484,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/05/26,30,07/05/28,CALIBRADO,NAO CALIBRAR EM 2024,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 150-0-150 IN LB 3/8 SQ DR",15.0,Nm,CMASM-IDM-T48-029,39864,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/05/26,15,04/05/27,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 100-0-100 FT LB 1/2 SQ DR",150.0,Nm,CMASM-IDM-T48-030,7944,MK-48,MQT LT2 / 2026,09/16/24,09/18/24,10/16/24,10/02/24,15,01/02/26,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,35,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 100-0-100 FT LB 1/2 SQ DR",140.0,Nm,CMASM-IDM-T48-031,7888,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/05/26,15,04/05/27,CALIBRADO,214007/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"WRENCH, TORQUE 150-0-150 IN LB 3/8 SQ DR",20.0,Nm,CMASM-IDM-T48-032,39892,MK-48,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/05/26,15,04/05/27,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
