ELE/MEC,EQUIPAMENTO,MARCA ,MODELO,RANGE,"UNIDADE
RANGE",COD INTERNO,SERIAL,DIVISÃO,PS,ENTRADA OF ET,SAÍDA/CAL,RETORNO CAL,ULTIMA CALIBRAÇÃO,CICLO CALIBRAÇÃO,PRÓXIMA CALIBRAÇÃO,VALIDADE CALIBRAÇÃO,CERTIFICADO  ,SITUAÇÃO,COMENTÁRIOS,CUSTO ESTIMADO,CUSTO CONTRAT (R$),PAGAMENTO,LOCAL CALIBRAÇÃO,item,CERTIFICADO 
MEC,TORQUÍMETRO ,TEC50,T 5-50 NM ,50.00,Nm,CMASM-IDM-F21-0???,,F-21,,,,,,,,,,,MQT LOTE2026.01,,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"TORQUÍMETRO TIPO RELÓGIO 3/8”  0-3,5 NM",3.50,Nm,CMASM-IDM-F21-016,10516,F-21,MQT LT2 / 2026,12/15/25,12/15/25,01/23/26,01/05/26,12,01/05/27,CALIBRADO,C30650/25 ,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"TORQUÍMETRO RELÓGIO 3/8” 0-3,5 NM",3.50,Nm,CMASM-IDM-F21-017,11719,F-21,MQT LT2 / 2026,,,,02/05/25,12,02/05/26,DESCALIBRADO,C30659/25,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,35,
MEC,TORQUÍMETRO ,,TORQUÍMETRO 3/8” 1-5 N.M,5.00,Nm,CMASM-IDM-F21-018,200050002,F-21,MQT LT2 / 2026,,,,05/02.2025,12,02/05/26,DESCALIBRADO,C30691/25,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,35,
MEC,TORQUÍMETRO ,,TORQUÍMETRO 3/8” 1-6 NM ,6.00,Nm,CMASM-IDM-F21-019,200060005,F-21,MQT LT2 / 2026,,,,02/05/25,12,02/05/26,DESCALIBRADO,C30672/25,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,35,
MEC,TORQUÍMETRO ,,TORQUÍMETRO 3/8”   2-10 NM ,10.00,Nm,CMASM-IDM-F21-020,200100004,F-21,MQT LT2 / 2026,,,,02/05/25,12,02/05/26,DESCALIBRADO,C30712/25,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,35,
MEC,TORQUÍMETRO ,,TORQUÍMETRO 3/8” 5-50 NM,50.00,Nm,CMASM-IDM-F21-021,200500038,F-21,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/05/26,12,01/05/27,CALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,TORQUÍMETRO  3/8” 5-50 N.M ,50.00,Nm,CMASM-IDM-F21-022,200500300,F-21,MQT LT2 / 2026,,,,05/02.2025,12,02/05/26,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,35,
MEC,TORQUÍMETRO ,,TORQUÍMETRO  3/8” 5-50 N.M ,50.00,Nm,CMASM-IDM-F21-023,200500303,F-21,MQT LT2 / 2026,,,,,12,01/01/24,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,35,
MEC,TORQUÍMETRO ,,TORQUÍMETRO 3/8”  5-50 NM ,50.00,Nm,CMASM-IDM-F21-024,2,F-21,,,,,02/05/25,12,02/05/26,DESCALIBRADO,C30667/25,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,TORQUÍMETRO 3/8”  5-50 NM ,50.00,Nm,CMASM-IDM-F21-025,200500737,F-21,,07/15/24,08/20/24,08/12/24,07/24/24,12,07/24/25,DESCALIBRADO, 214021/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,TORQUÍMETRO 3/8” 2-10 N.M,10.00,Nm,CMASM-IDM-F21-026,200100001,F-21,,07/15/24,08/20/24,08/12/24,07/24/24,12,07/24/25,DESCALIBRADO,214898/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,TORQUE METER (20-240 NMN),0.24,Nm,CMASM-IDM-F21-027,G218732,F-21,MQT LT2 / 2026,,,,09/01/20,24,09/01/22,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,35,
MEC,TORQUÍMETRO ,,TORQUE METER (5-60 NMN),0.06,Nm,CMASM-IDM-F21-028,G218733,F-21,MQT LT2 / 2026,,,,09/01/20,24,09/01/22,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,35,
MEC,TORQUÍMETRO ,,"TORQUÍMETRO 0,5 NM A 2,5 NM (A.402)",2.50,Nm,CMASM-IDM-F21-029, Y040207,F-21,,07/15/24,08/20/24,08/12/24,02/08/24,12,08/02/25,DESCALIBRADO,296050/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"TORQUÍMETRO 0,5 NM A 2,5 NM (A.402)",2.50,Nm,CMASM-IDM-F21-029,Y010082 ,F-21,,07/15/24,08/20/24,08/12/24,02/08/27,12,08/02/28,CALIBRADO,217206/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,TORQUÍMETRO 2 NM A 10 NM (A.404),10.00,Nm,CMASM-IDM-F21-030,Y020384,F-21,,07/15/24,08/20/24,08/12/24,02/08/24,12,08/02/25,DESCALIBRADO,217217/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,TORQUÍMETRO 2 NM A 10 NM (A.404),10.00,Nm,CMASM-IDM-F21-031,Y020385,F-21,MQT LT1.2026,12/15/25,12/15/25,01/23/26,01/05/26,12,01/05/27,CALIBRADO,217149/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,TORQUÍMETRO 2 NM A 10 NM (A.404),10.00,Nm,CMASM-IDM-F21-032,Y020490,F-21,,07/15/24,08/20/24,08/12/24,02/08/24,12,08/02/25,DESCALIBRADO,217185/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,TORQUÍMETRO 2 NM A 10 NM (A.404),10.00,Nm,CMASM-IDM-F21-033,Y020565,F-21,,07/15/24,08/20/24,03/24/25,02/08/25,12,08/02/26,CALIBRADO,296048/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,TORQUÍMETRO 10 NM A 50 NM (J.208-50),50.00,Nm,CMASM-IDM-F21-034,Y030893,F-21,MQT LT2 / 2026,,10/20/24,03/24/25,05/02/25,12,02/05/26,DESCALIBRADO,C30687/25,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,35,
MEC,TORQUÍMETRO ,,TORQUÍMETRO 10 NM A 50 NM (J.208-50),50.00,Nm,CMASM-IDM-F21-035,Y030895,F-21,,07/15/24,08/20/24,08/12/24,07/24/24,12,07/24/25,DESCALIBRADO,213971/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,TORQUÍMETRO 10 NM A 50 NM (J.208-50),50.00,Nm,CMASM-IDM-F21-036,Y030900,F-21,,07/15/24,08/20/24,08/12/24,24/07/24,12,07/24/25,DESCALIBRADO,213979/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,TORQUÍMETRO 10 NM A 50 NM (J.208-50),50.00,Nm,CMASM-IDM-F21-037,Y030902,F-21,,07/15/24,08/20/24,08/12/24,24/07/24,12,07/24/25,DESCALIBRADO,213986/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,TORQUÍMETRO 5 NM A 25 NM (R.306-25D),25.00,Nm,CMASM-IDM-F21-038,Y040130,F-21,,07/15/24,08/20/24,08/12/24,07/25/24,12,07/25/25,DESCALIBRADO,217035/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,TORQUÍMETRO 5 NM A 25 NM (R.306-25D),25.00,Nm,CMASM-IDM-F21-039,Y040131,F-21,MQT LT2 / 2026,,,,,12,01/01/24,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,35,
MEC,TORQUÍMETRO ,,TORQUÍMETRO 5 NM A 25 NM (R.306-25D),25.00,Nm,CMASM-IDM-F21-040,Y040156,F-21,MQT LT2 / 2026,,,,02/05/25,12,02/05/26,DESCALIBRADO,C30715/25,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,35,
MEC,TORQUÍMETRO ,,TORQUÍMETRO 5 NM A 25 NM (R.306-25D),25.00,Nm,CMASM-IDM-F21-041,Y040160,F-21,,07/15/24,08/20/24,08/12/24,07/24/24,12,07/24/25,DESCALIBRADO,213925/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"TORQUÍMETRO 0,5 NM A 2,5 NM (A.402)",2.50,Nm,CMASM-IDM-F21-042,Y040189,F-21,,07/15/24,08/20/24,08/12/24,02/08/24,12,08/02/25,DESCALIBRADO,217197/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,"TORQUÍMETRO 0,5 NM A 2,5 NM (A.402)",2.50,Nm,CMASM-IDM-F21-043,Y040190,F-21,MQT LT2 / 2026,05/02/24,12/15/25,03/24/25,02/05/25,12,02/05/26,DESCALIBRADO,C30639/25,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,35,
,TORQUÍMETRO ,,TORQUÍMETRO 5-50 NM   TEC50,,,CMASM-IDM-F21,,F-21,,,,,,,,,,,,,R$ 70.00,,MQT 129/2025,,
MEC,MANÔMETRO ANALÓGICO,,FAMABRAS 0 – 3 kgf/cm2,3,kgf/cm²,CMASM-IDM-MBF-001,PI 15976-01,MINAS E BOMBAS,MQT LT2 / 2026,10/09/23,10/25/23,01/29/24,01/24/24,24,01/24/26,DESCALIBRADO,P-006396,CMASM,,R$ 90.00,R$ 65.00,,MQT 129/2025,26,
MEC,MANÔMETRO ANALÓGICO,,FAMABRAS 0 – 30 kgf/cm2,30,kgf/cm²,CMASM-IDM-MBF-002,PI 15976-02,MINAS E BOMBAS,MQT LT2 / 2026,10/09/23,10/25/23,01/29/24,01/24/24,24,01/24/26,DESCALIBRADO,P-006397,CMASM,,R$ 90.00,R$ 65.00,,MQT 129/2025,26,
ELE ,MULTÍMETRO,FLUKE,77DMM,,,CMASM-IDE-MBF-001,37661759,MINAS E BOMBAS,LT2.MAI2026,07/20/23,08/02/23,11/16/23,11/09/23,12,11/09/24,DESCALIBRADO,certificado nº 2142113/2023,CMASM,,R$ 776.23,R$ 165.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,TORQ,1 a 7 kgf ,68.0,Nm,CMASM-IDM-MBF-003,,MINAS E BOMBAS,,07/15/24,,08/12/24,08/02/24,24,08/02/26,CALIBRADO,222195/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
ELE ,FONTE DC,HP,6255A,,,CMASM-IDE-MIS-001,2625A-08580,MISTRAL,,09/04/24,09/05/24,01/31/25,12/18/24,12,12/18/25,DESCALIBRADO,certificado nº 2142110/2024,cms,,R$ 560.75,R$ 180.00,,MQT 129/2025,,
ELE ,MULTÍMETRO 6 DÍGITOS,KEYSIGHT,34461A,"1000 VDC 
750 VAC
100 a 100M Ohm
0.01 a 3 ADC
1 a 3 AAC
Continuidade 
Diodo",,CMASM-IDE-MIS-002,US36096717,MISTRAL,,,,,10/05/17,12,10/05/18,DESCALIBRADO,REPARO,CMS,"Enviado para calibração em 24/01/22
PS39/2021 –  CMS
[23JAN2024] CMS: AGU obtenção componentes",R$ 776.23,R$ 0.00,,CMS,,
MEC,TORQUÍMETRO ,UTICA,TCI-150,17.0,Nm,CMASM-IDM-MIS-001,44030109,MISTRAL,LT2.MAI2026,07/15/24,,08/12/24,08/02/24,12,08/02/25,DESCALIBRADO,222148/24,CMASM,ENTREGUE ET 27MAI,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,FACOM,"0,8M DAN",8.0,Nm,CMASM-IDM-MIS-002,1011775G00,MISTRAL,LT2.MAI2026,07/15/24,,08/12/24,08/02/24,12,08/02/25,DESCALIBRADO,221095/24,CMASM,ENTREGUE ET 27MAI,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,TORQUELEADER,"1,7M DAN",17.0,Nm,CMASM-IDM-MIS-003,1028199S00,MISTRAL,LT2.MAI2026,07/15/24,,08/12/24,08/02/24,12,08/02/25,DESCALIBRADO,222168/24,CMASM,ENTREGUE ET 27MAI,R$ 100.00,R$ 70.00,,MQT 129/2025,,
ELE ,CONTADOR, ASTRONICS,2461-CD,,,CMASM-IDE-T46-001,12123920,MK-46,MQT LT2 / 2026,12/05/24,03/25/25,,,12,01/01/24,DESCALIBRADO,,CMASM,,"R$ 1,552.47",R$ 450.00,,MQT 129/2025,5,
ELE ,CONTADOR, ASTRONICS,2461-CD,,,CMASM-IDE-T46-002,13010358,MK-46,MQT LT2 / 2026,12/05/24,03/25/25,,,12,01/01/24,DESCALIBRADO,,CMASM,,"R$ 1,552.47",R$ 450.00,,MQT 129/2025,5,
ELE ,CONTADOR, ASTRONICS,2461-CD,,,CMASM-IDE-T46-003,14021307,MK-46,MQT LT2 / 2026,09/05/24,,,,12,01/01/24,DESCALIBRADO,,CMASM,,"R$ 1,552.47",R$ 450.00,,MQT 129/2025,5,
ELE ,CONTADOR,HP,5328B,,,CMASM-IDE-T46-004,2510A01544,MK-46,,01/15/25,01/15/25,06/09/25,06/05/25,12,06/05/26,DESCALIBRADO,certificado nº 2142060/2025,CMASM,REPARO/CALIBRAÇAO,"R$ 1,552.47",R$ 450.00,,MQT 129/2025,,
ELE ,CONTADOR,HP,5328B,,,CMASM-IDE-T46-005,2510A01575,MK-46,,06/18/24,07/04/24,,,12,01/01/24,DESCALIBRADO,REPARO,CMS,,"R$ 4,269.30",R$ 450.00,,MQT 129/2025,,
ELE ,CONTADOR,HP,5328B,,,CMASM-IDE-T46-006,2716A03294,MK-46,,06/18/24,07/04/24,,,12,01/01/24,DESCALIBRADO,REPARO,CMS,,"R$ 1,552.47",R$ 450.00,,MQT 129/2025,,
ELE ,CONTADOR,HP,5328B,,,CMASM-IDE-T46-007,2716A03309,MK-46,,06/06/23,06/07/23,06/09/25,06/05/25,12,06/05/26,DESCALIBRADO,certificado nº 2142061/2025,CMS,[23JAN2024] CMS: AGU obtenção/  componentes /REPARO/CALIBRAÇAO,"R$ 1,552.47",R$ 450.00,,MQT 129/2025,,
ELE ,CONTADOR,HP,5328B,,,CMASM-IDE-T46-008,2924A03338,MK-46,,09/26/23,09/28/23,11/16/23,11/14/23,12,11/14/24,DESCALIBRADO,certificado nº 2142118/2023,CMASM,,"R$ 1,552.47",R$ 450.00,,MQT 129/2025,,
ELE ,CONTADOR,HP,5328B,,,CMASM-IDE-T46-009,2924A04249,MK-46,,09/26/23,09/28/23,11/16/23,11/14/23,12,11/14/24,DESCALIBRADO,certificado nº 2142119/2023,CMASM,,"R$ 1,552.47",R$ 450.00,,MQT 129/2025,,
MEC,CONTROLADOR DE PRESSÃO,MENSOR,CPC 6000,"1 a 100 bar
15 a 1 500 psi","bar
Psi",CMASM-IDM-T46-001,611933,MK-46,,,,,,12,01/01/24,DESCALIBRADO,,CMASM,PREGAO 2025,R$ 550.00,,,VISOMES 229/2025,,
MEC,CONTROLADOR DE PRESSÃO,MENSOR,CPC 6000,"1 a 100 bar
15 a 1 500 psi","bar
Psi",CMASM-IDM-T46-002,613265,MK-46,,09/04/24,,,,12,01/01/24,DESCALIBRADO,,CMASM,PREGAO 2025,R$ 550.00,,,VISOMES 229/2025,,
MEC,CONTROLADOR DE PRESSÃO,MENSOR,CPC 3000,"1 a 100 bar
15 a 1 500 psi","bar
Psi",CMASM-IDM-T46-003,810517,MK-46,,09/04/24,,,,12,01/01/24,DESCALIBRADO,,CMASM,PREGAO 2025,R$ 550.00,,,VISOMES 229/2025,,
MEC,CONTROLADOR DE PRESSÃO,MENSOR,CPC 3000,"1 a 100 bar
15 a 1 500 psi","bar
Psi",CMASM-IDM-T46-004,810518,MK-46,,,,,,12,01/01/24,DESCALIBRADO,,CMASM,PREGAO 2025,R$ 550.00,,,VISOMES 229/2025,,
ELE ,DÉCADA CAPACITIVA,HP,4440B,"40 pF a 1,2 uF",,CMASM-IDE-T46-100,1224J04111,MK-46,,,,,,12,01/01/24,DESCALIBRADO,,CMASM,BOM ESTADO,,,,DESERTO,,
ELE ,DÉCADA RESISTIVA,GENERAL RADIO,1433-K,"0,1 a 1.111,0 Ohms",,CMASM-IDE-T46-101,16995,MK-46,,09/04/24,09/18/24,10/16/24,10/02/24,12,10/02/25,DESCALIBRADO,CMASM-IDE-T46-10402/10/24,CMASM,LCM LOTE 01,,,,DESERTO,,
ELE ,DÉCADA RESISTIVA,GENERAL RADIO,1433-N,"0,1 a 11.111,0 Ohms",,CMASM-IDE-T46-102,15091,MK-46,,09/04/24,09/18/24,10/16/24,10/02/24,12,10/02/25,DESCALIBRADO,CMASM-IDE-T46-10102/10/24,CMASM,LCM LOTE 01,,,,DESERTO,,
ELE ,DÉCADA RESISTIVA,GENERAL RADIO,1433-Y,100 a 11.111.000 Ohms,,CMASM-IDE-T46-103,16123,MK-46,,09/04/24,09/18/24,10/16/24,10/02/24,12,10/02/25,DESCALIBRADO,CMASM-IDE-T46-10202/10/24,CMASM,LCM LOTE 01,,,,DESERTO,,
ELE ,DÉCADA RESISTIVA,GENERAL RADIO,1433-Y,100 a 11.111.000 Ohms,,CMASM-IDE-T46-104,16135,MK-46,,09/04/24,09/18/24,10/16/24,10/02/24,12,10/02/25,DESCALIBRADO,CMASM-IDE-T46-10302/10/24,CMASM,LCM LOTE 01,,,,DESERTO,,
ELE ,GERADOR DE FUNÇÕES,RACAL INSTRUMENTS,3152B VXI,,,CMASM-IDE-T46-010,1202849,MK-46,MQT LT2 / 2026,05/15/24,,03/24/25,,12,01/01/24,DESCALIBRADO,,CMASM,,"R$ 1,552.47",R$ 410.00,,MQT 129/2025,11,
ELE ,GERADOR DE FUNÇÕES,RACAL INSTRUMENTS,3152B VXI,,,CMASM-IDE-T46-011,13011821,MK-46,MQT LT2 / 2026,09/05/24,,,,12,01/01/24,DESCALIBRADO,,CMASM,,"R$ 1,552.47",R$ 410.00,,MQT 129/2025,11,
ELE ,GERADOR DE FUNÇÕES,HP,3325B,,,CMASM-IDE-T46-012,2847A07888,MK-46,,01/15/25,01/15/25,08/11/25,07/18/25,12,07/18/26,CALIBRADO,certificado nº 2142080/2025,CMS,cms ,"R$ 3,881.18",R$ 410.00,,MQT 129/2025,,
ELE ,GERADOR DE FUNÇÕES,HP,3325B,,,CMASM-IDE-T46-013,2847A10Z34,MK-46,,09/26/23,09/28/23,12/05/23,11/14/23,12,11/14/24,DESCALIBRADO,certificado nº 2142012/2024,CMASM,"REPARADO EM 2022, MAS APRESENTA FALHA NOVAMENTE
FAIL 023
[23JAN2024] CMS: Pesquisa da avaria ""Fail 023"" em andamento. 
PS 077/2023","R$ 1,869.16",R$ 410.00,,MQT 129/2025,,
MEC,MANÔMETRO ANALÓGICO,,MENSOR 2780 (0-800 PSI),800,PSI,100012482217,100012482217,MK-46,MQT LT2 / 2026,09/04/24,10/18/24,10/16/24,10/01/24,12,10/01/25,DESCALIBRADO,MQT31196/24,CMASM,,R$ 90.00,R$ 65.00,,MQT 129/2025,26,
MEC,MANÔMETRO ANALÓGICO,,3D INSTRUMENTS INC (0-800 PSI),800,PSI,CMASM-IDM-T46-008,21767762,MK-46,MQT LT2 / 2026,09/04/24,10/25/23,10/16/24,10/01/24,12,10/01/25,DESCALIBRADO,MQT31201/24,CMASM,,R$ 90.00,R$ 65.00,,MQT 129/2025,26,
MEC,MANÔMETRO ANALÓGICO,,3D INSTRUMENTS INC (0-800 PSI),800,PSI,CMASM-IDM-T46-009,21767862,MK-46,MQT LT2 / 2026,09/04/24,10/25/23,10/16/24,10/01/24,12,10/01/25,DESCALIBRADO,MQT31198/24,CMASM,VRF CALIBRADO 2026,R$ 90.00,R$ 65.00,,MQT 129/2025,26,905/26
ELE ,MULTÍMETRO,FLUKE,87 V,,,CMASM-IDE-T46-014,27920124,MK-46,,06/18/24,07/04/24,08/22/24,08/08/24,12,08/08/25,DESCALIBRADO,certificado nº 2142069/2024,CMASM,,"R$ 1,164.35",R$ 165.00,,MQT 129/2025,,
ELE ,MULTÍMETRO,ICEL,6300,,,CMASM-IDE-T46-015,33492780,MK-46,,06/18/24,07/04/24,08/22/24,08/13/24,12,08/13/25,DESCALIBRADO,certificado nº 2142075/2024,CMASM,,"R$ 1,164.35",R$ 165.00,,MQT 129/2025,,
ELE ,MULTÍMETRO,FLUKE,87,,,CMASM-IDE-T46-016,52200130,MK-46,,06/18/24,07/04/24,08/22/24,08/08/24,12,08/08/25,DESCALIBRADO,certificado nº 2142068/2024,CMASM,,"R$ 1,164.35",R$ 165.00,,MQT 129/2025,,
ELE ,MULTÍMETRO,FLUKE,87,,,CMASM-IDE-T46-017,52200132,MK-46,,09/26/23,09/28/23,11/16/23,11/26/23,12,11/26/24,DESCALIBRADO,certificado nº 2142109/2023,CMASM,,R$ 560.75,R$ 165.00,,MQT 129/2025,,
ELE ,MULTÍMETRO,FLUKE,87,,,CMASM-IDE-T46-018,52200139,MK-46,,01/15/25,01/15/25,06/04/25,05/21/05,12,05/21/06,DESCALIBRADO,certificado nº 2142051/2023,CMASM,,R$ 560.75,R$ 165.00,,MQT 129/2025,,
ELE ,MULTÍMETRO,ICEL,6300,,,CMASM-IDE-T46-019,99492780,MK-46,,01/15/25,01/15/25,05/15/25,04/02/25,12,04/02/26,DESCALIBRADO,certificado nº 2142037/2023,CMASM,,R$ 776.23,R$ 165.00,,MQT 129/2025,,
ELE ,MULTÍMETRO,ICEL,MA-60,,,CMASM-IDE-T46-021,MA-605973,MK-46,,06/18/24,07/04/24,,,12,01/01/24,DESCALIBRADO,REPARO,CMS,,R$ 776.23,R$ 165.00,,MQT 129/2025,,
ELE ,MULTÍMETRO,KEYSIGHT/AGILENT,E1412A,,,CMASM-IDE-T46-022,MY45002134,MK-46,MQT LT2 / 2026,12/05/24,,03/24/25,,12,01/01/24,DESCALIBRADO,,CMASM,,R$ 560.75,R$ 165.00,,MQT 129/2025,14,
ELE ,MULTÍMETRO 6 DÍGITOS,HP,3456A     ,"1000 VDC x 100 nV
100 a 1G Ohm",,CMASM-IDE-T46-023,2015A00737,MK-46,,01/15/25,01/15/25,02/18/25,02/11/25,12,02/11/26,DESCALIBRADO,certificado nº 2142013/2025 ,CMASM,,"R$ 1,164.35",R$ 0.00,,CMS,,
ELE ,MULTÍMETRO 6 DÍGITOS,HP,3456A     ,"1000 VDC x 100 nV
100 a 1G Ohm",,CMASM-IDE-T46-024,2201A10066,MK-46,,09/26/23,09/28/23,12/21/23,11/21/23,12,11/21/24,DESCALIBRADO,certificado nº 2142126/2023,CMASM,,R$ 560.75,R$ 0.00,,CMS,,
ELE ,MULTÍMETRO 6 DÍGITOS,HP,3456A     ,"1000 VDC x 100 nV
100 a 1G Ohm",,CMASM-IDE-T46-025,2825A21059,MK-46,,01/15/25,01/15/25,02/17/25,02/11/25,12,02/11/26,DESCALIBRADO,certificado nº 2142014/2025,CMASM,,"R$ 1,164.35",R$ 0.00,,CMS,,
ELE ,MULTÍMETRO 6 DÍGITOS,HP,3456A     ,"1000 VDC x 100 nV
100 a 1G Ohm",,CMASM-IDE-T46-026,2943A22272,MK-46,,,01/18/22,,,12,01/01/24,DESCALIBRADO,REPARO,CMS,"EQUIPAMENTO NO CMS CALIBRAÇÃO 2021
PROCURAR POR PS 16/2021
[23JAN2024] CMS: AGU obtenção componentes",R$ 560.75,R$ 0.00,,CMS,,
ELE ,OSCILOSCÓPIO,KEYSIGHT,DSO5034A ,,,CMASM-IDE-T46-027,MY47150672,MK-46,,01/15/25,01/15/25,06/04/25,05/21/25,12,05/21/26,DESCALIBRADO,certificado nº 2142021/2025,CMASM,,"R$ 1,552.47",R$ 475.00,,MQT 129/2025,,
ELE ,OSCILOSCÓPIO,KEYSIGHT,DSO5034A ,,,CMASM-IDE-T46-028,SG52370204,MK-46,,01/15/25,01/15/25,10/11/25,07/11/25,12,07/11/26,CALIBRADO,certificado nº 2142077/2025,CMS,cms ,R$ 747.66,R$ 475.00,,MQT 129/2025,,
ELE ,OSCILOSCÓPIO,KEYSIGHT,DSO5034A ,,,CMASM-IDE-T46-029,SG52370208,MK-46,,09/26/23,09/28/23,11/16/23,11/10/23,12,11/10/24,DESCALIBRADO,certificado nº 2142117/2023,CMASM,,R$ 747.66,R$ 475.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,SNAP-ON (TE250FU),,,CMASM-IDM-T46-012,14008,MK-46,,07/15/24,08/20/24,08/12/24,07/26/24,12,07/26/25,DESCALIBRADO,218985/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,Consolidated devices (6002DI) 0 – 600 lbs,68.0,Nm,CMASM-IDM-T46-013,40300128,MK-46,,,,,,12,01/01/24,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,Consolidated devices (6002DI) 0 – 600 lbs,68.0,Nm,CMASM-IDM-T46-014,40300129,MK-46,,07/15/24,08/20/24,08/12/24,08/02/24,12,08/02/25,DESCALIBRADO,218991/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,CONSOLITED DEVICES (1502MR) 10-150 lbs,15.0,Nm,CMASM-IDM-T46-015,44000123,MK-46,,,,,,12,01/01/24,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,UTICA (DA130) 0-30 lbs,3.0,Nm,CMASM-IDM-T46-016,44030102,MK-46,,,,,,12,01/01/24,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,STURTEVANT RICHMONT (CAL-36) 2-36 lbs,4.0,Nm,CMASM-IDM-T46-017,44030104,MK-46,,,,,,12,01/01/24,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,UTICA (TCI-150) 0-150 lbs,15.0,Nm,CMASM-IDM-T46-018,44030108,MK-46,,09/16/24,18/092024,10/16/24,10/01/24,12,10/01/25,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,UTICA (TCI-150) 0-150 lbs,15.0,Nm,CMASM-IDM-T46-019,44030109,MK-46,,,,,,12,01/01/24,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,UTICA (TCI-150) 0-150 lbs,15.0,Nm,CMASM-IDM-T46-020,44030110,MK-46,,07/15/24,08/20/24,10/16/24,10/01/24,12,10/01/25,DESCALIBRADO,218998/24,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
MEC,TORQUÍMETRO ,,UTICA (DA130) 0-30 lbs,3.0,Nm,CMASM-IDM-T46-021,44030112,MK-46,,09/16/24,09/18/24,10/16/24,10/01/24,12,10/01/25,DESCALIBRADO,,CMASM,,R$ 100.00,R$ 70.00,,MQT 129/2025,,
